country,Year,population_total,income_per_person_gdppercapita_ppp_inflation_adjusted (1),energy_use_per_person (1)
Saudi Arabia,1977,8.65M,23.7k,1980
Saudi Arabia,1978,9.14M,23.5k,2460
Saudi Arabia,1979,9.69M,24.2k,3210
Saudi Arabia,1980,10.3M,24.6k,4100
Saudi Arabia,1981,11M,23.6k,4310
Saudi Arabia,1982,11.7M,19.9k,4430
Saudi Arabia,1983,12.4M,18.8k,3680
Saudi Arabia,1984,13.1M,16.6k,3510
Saudi Arabia,1985,13.8M,14.8k,3330
Saudi Arabia,1986,14.4M,14.9k,3800
Saudi Arabia,1987,15.1M,14.7k,4170
Saudi Arabia,1988,15.7M,14.7k,4010
Saudi Arabia,1989,16.2M,16.5k,3570
Saudi Arabia,1990,16.8M,19.4k,4030
Saudi Arabia,1991,17.3M,20.6k,4450
Saudi Arabia,1992,17.8M,20.8k,4500
Saudi Arabia,1993,18.2M,21.5k,4610
Saudi Arabia,1994,18.6M,22.1k,4530
Saudi Arabia,1995,19M,23.3k,4750
Saudi Arabia,1996,19.4M,24.3k,4440
Saudi Arabia,1997,19.8M,25.7k,4650
Saudi Arabia,1998,20.2M,25.4k,4630
Saudi Arabia,1999,20.7M,27.5k,4740
Saudi Arabia,2000,21.2M,27.8k,4740
Saudi Arabia,2001,21.8M,27.7k,5100
Saudi Arabia,2002,22.5M,31.5k,5010
Saudi Arabia,2003,23.1M,34.8k,5180
Saudi Arabia,2004,23.8M,37.6k,5150
Saudi Arabia,2005,24.5M,39.7k,5540
Saudi Arabia,2006,25.2M,41.5k,5570
Saudi Arabia,2007,25.9M,45.3k,6050
Saudi Arabia,2008,26.6M,44.4k,6260
Saudi Arabia,2009,27.4M,44k,6760
Saudi Arabia,2010,28.3M,47k,6300
Sudan,1970,10.6M,1840,662
Sudan,1971,11M,1770,652
Sudan,1972,11.3M,1580,649
Sudan,1973,11.7M,1700,634
Sudan,1974,12.1M,1870,615
Sudan,1975,12.6M,2160,594
Sudan,1976,13M,2430,591
Sudan,1977,13.5M,2330,579
Sudan,1978,14M,2020,564
Sudan,1979,14.5M,1990,577
Sudan,1980,15M,1970,562
Sudan,1981,15.6M,2170,567
Sudan,1982,16.1M,2090,566
Sudan,1983,16.7M,1930,545
Sudan,1984,17.2M,1760,550
Sudan,1985,17.8M,1790,541
Sudan,1986,18.3M,1810,517
Sudan,1987,18.9M,1810,532
Sudan,1988,19.5M,1920,516
Sudan,1989,20.1M,1730,528
Sudan,1990,20.9M,1820,508
Sudan,1991,21.7M,1890,489
Sudan,1992,22.5M,1920,457
Sudan,1993,23.3M,1890,511
Sudan,1994,24.1M,1950,497
Sudan,1995,24.8M,2010,495
Sudan,1996,25.4M,2170,493
Sudan,1997,26M,2200,487
Sudan,1998,26.6M,2210,529
Sudan,1999,27.3M,2280,488
Sudan,2000,28M,2360,498
Sudan,2001,28.7M,2450,527
Sudan,2002,29.5M,2560,499
Sudan,2003,30.2M,2590,487
Sudan,2004,30.9M,2710,484
Sudan,2005,31.7M,2900,508
Sudan,2006,32.4M,3140,481
Sudan,2007,33.1M,3300,478
Sudan,2008,33.8M,3310,484
Sudan,2009,34.5M,3220,484
Sudan,2010,35.3M,3650,471
Senegal,1970,4.39M,2550,283
Senegal,1971,4.52M,2630,279
Senegal,1972,4.66M,2410,283
Senegal,1973,4.8M,2430,283
Senegal,1974,4.93M,2560,282
Senegal,1975,5.06M,2720,280
Senegal,1976,5.18M,2570,281
Senegal,1977,5.31M,2390,275
Senegal,1978,5.44M,2480,280
Senegal,1979,5.58M,2320,280
Senegal,1980,5.74M,2230,270
Senegal,1981,5.91M,2490,260
Senegal,1982,6.09M,2470,253
Senegal,1983,6.28M,2290,258
Senegal,1984,6.47M,2300,241
Senegal,1985,6.67M,2330,245
Senegal,1986,6.88M,2350,253
Senegal,1987,7.09M,2400,234
Senegal,1988,7.3M,2270,225
Senegal,1989,7.53M,2300,224
Senegal,1990,7.76M,2290,216
Senegal,1991,7.99M,2250,223
Senegal,1992,8.23M,2210,216
Senegal,1993,8.46M,2150,208
Senegal,1994,8.69M,2200,215
Senegal,1995,8.91M,2190,214
Senegal,1996,9.13M,2210,222
Senegal,1997,9.35M,2280,229
Senegal,1998,9.57M,2370,236
Senegal,1999,9.8M,2390,245
Senegal,2000,10M,2440,258
Senegal,2001,10.3M,2400,256
Senegal,2002,10.5M,2490,243
Senegal,2003,10.8M,2580,253
Senegal,2004,11.1M,2650,252
Senegal,2005,11.4M,2650,246
Senegal,2006,11.7M,2710,257
Senegal,2007,12M,2740,261
Senegal,2008,12.3M,2720,305
Senegal,2009,12.7M,2740,302
Senegal,2010,13M,2710,311
Singapore,1970,2.11M,9750,1290
Singapore,1971,2.15M,11k,1570
Singapore,1972,2.19M,12.1k,1710
Singapore,1973,2.23M,12.9k,1800
Singapore,1974,2.26M,13.4k,1640
Singapore,1975,2.29M,14.4k,1690
Singapore,1976,2.31M,15.5k,1760
Singapore,1977,2.34M,16.8k,2210
Singapore,1978,2.37M,18.3k,2130
Singapore,1979,2.41M,20.2k,2130
Singapore,1980,2.46M,21.5k,2120
Singapore,1981,2.52M,22.3k,1990
Singapore,1982,2.58M,24.1k,2200
Singapore,1983,2.64M,26k,2460
Singapore,1984,2.71M,26k,2470
Singapore,1985,2.76M,26.6k,2630
Singapore,1986,2.82M,29.3k,2760
Singapore,1987,2.87M,32.1k,2980
Singapore,1988,2.94M,34.6k,2900
Singapore,1989,3.01M,37.3k,3780
Singapore,1990,3.1M,38.7k,4170
Singapore,1991,3.2M,40.1k,4590
Singapore,1992,3.31M,43.6k,5490
Singapore,1993,3.42M,46.9k,6460
Singapore,1994,3.53M,48.8k,5350
Singapore,1995,3.64M,50.3k,5360
Singapore,1996,3.75M,52.7k,5820
Singapore,1997,3.86M,49.8k,5080
Singapore,1998,3.95M,52.3k,4590
Singapore,1999,4.03M,56k,4630
Singapore,2000,4.08M,53.9k,5150
Singapore,2001,4.1M,55.5k,5070
Singapore,2002,4.13M,58.9k,6220
Singapore,2003,4.18M,63.9k,7370
Singapore,2004,4.27M,67k,5060
Singapore,2005,4.4M,70.8k,5260
Singapore,2006,4.58M,74k,4680
Singapore,2007,4.78M,71.5k,5090
Singapore,2008,4.97M,69.5k,4260
Singapore,2009,5.13M,78.2k,5010
Singapore,2010,5.26M,81.4k,5070
El Salvador,1970,3.77M,4620,465
El Salvador,1971,3.87M,4820,484
El Salvador,1972,3.96M,5000,499
El Salvador,1973,4.06M,5250,499
El Salvador,1974,4.15M,5460,544
El Salvador,1975,4.25M,5590,614
El Salvador,1976,4.34M,5830,621
El Salvador,1977,4.43M,6100,644
El Salvador,1978,4.51M,5910,617
El Salvador,1979,4.59M,5380,549
El Salvador,1980,4.67M,5040,583
El Salvador,1981,4.74M,4840,593
El Salvador,1982,4.8M,4870,562
El Salvador,1983,4.87M,4960,566
El Salvador,1984,4.94M,5020,532
El Salvador,1985,5M,5000,456
El Salvador,1986,5.07M,5090,502
El Salvador,1987,5.13M,5120,462
El Salvador,1988,5.2M,5130,468
El Salvador,1989,5.27M,5270,468
El Salvador,1990,5.34M,5270,508
El Salvador,1991,5.42M,5560,523
El Salvador,1992,5.49M,5810,543
El Salvador,1993,5.56M,6000,568
El Salvador,1994,5.63M,6210,597
El Salvador,1995,5.69M,6200,564
El Salvador,1996,5.75M,6330,618
El Salvador,1997,5.8M,6440,630
El Salvador,1998,5.84M,6520,649
El Salvador,1999,5.89M,6550,674
El Salvador,2000,5.93M,6560,700
El Salvador,2001,5.96M,6630,710
El Salvador,2002,5.99M,6700,737
El Salvador,2003,6.02M,6720,727
El Salvador,2004,6.05M,6870,745
El Salvador,2005,6.08M,7140,779
El Salvador,2006,6.11M,7240,733
El Salvador,2007,6.13M,7390,734
El Salvador,2008,6.16M,7210,684
El Salvador,2009,6.18M,7330,687
El Salvador,2010,6.21M,7580,691
Slovak Republic,1970,4.58M,12.5k,3130
Slovak Republic,1971,4.62M,12.8k,3220
Slovak Republic,1972,4.66M,13.2k,3340
Slovak Republic,1973,4.71M,13.5k,3460
Slovak Republic,1974,4.75M,13.8k,3540
Slovak Republic,1975,4.8M,13.8k,3630
Slovak Republic,1976,4.85M,14.2k,3780
Slovak Republic,1977,4.9M,14.1k,3930
Slovak Republic,1978,4.95M,14k,3970
Slovak Republic,1979,5M,14.1k,3980
Slovak Republic,1980,5.04M,13.9k,3870
Slovak Republic,1981,5.07M,13.9k,3750
Slovak Republic,1982,5.11M,13.9k,3770
Slovak Republic,1983,5.14M,14.1k,3930
Slovak Republic,1984,5.17M,14k,4020
Slovak Republic,1985,5.19M,14.5k,3980
Slovak Republic,1986,5.22M,14.8k,4070
Slovak Republic,1987,5.24M,15k,4110
Slovak Republic,1988,5.27M,15.1k,4080
Slovak Republic,1989,5.29M,14.7k,4020
Slovak Republic,1990,5.31M,12.5k,3610
Slovak Republic,1991,5.33M,11.7k,3410
Slovak Republic,1992,5.35M,11.9k,3330
Slovak Republic,1993,5.36M,12.6k,3260
Slovak Republic,1994,5.38M,13.3k,3320
Slovak Republic,1995,5.38M,14.1k,3360
Slovak Republic,1996,5.39M,15k,3360
Slovak Republic,1997,5.4M,15.5k,3260
Slovak Republic,1998,5.4M,15.5k,3270
Slovak Republic,1999,5.4M,15.7k,3290
Slovak Republic,2000,5.4M,16.3k,3460
Slovak Republic,2001,5.4M,17k,3480
Slovak Republic,2002,5.4M,17.9k,3470
Slovak Republic,2003,5.4M,18.9k,3420
Slovak Republic,2004,5.4M,20.1k,3500
Slovak Republic,2005,5.4M,21.8k,3470
Slovak Republic,2006,5.4M,24.2k,3320
Slovak Republic,2007,5.4M,25.5k,3410
Slovak Republic,2008,5.4M,24.1k,3110
Slovak Republic,2009,5.4M,25.5k,3310
Slovak Republic,2010,5.41M,26.2k,3210
Sweden,1970,8.1M,23.9k,4450
Sweden,1971,8.13M,24.4k,4530
Sweden,1972,8.15M,25.4k,4770
Sweden,1973,8.17M,26.2k,4510
Sweden,1974,8.2M,26.8k,4760
Sweden,1975,8.22M,27k,5150
Sweden,1976,8.25M,26.6k,5050
Sweden,1977,8.28M,27k,5020
Sweden,1978,8.3M,28k,5230
Sweden,1979,8.32M,28.5k,4870
Sweden,1980,8.33M,28.5k,5100
Sweden,1981,8.33M,28.9k,4880
Sweden,1982,8.33M,29.4k,4940
Sweden,1983,8.34M,30.6k,5220
Sweden,1984,8.36M,31.2k,5660
Sweden,1985,8.38M,31.9k,5880
Sweden,1986,8.42M,32.8k,5760
Sweden,1987,8.46M,33.4k,5850
Sweden,1988,8.51M,34k,5590
Sweden,1989,8.57M,34.3k,5510
Sweden,1990,8.63M,33.6k,5650
Sweden,1991,8.69M,33.1k,5370
Sweden,1992,8.75M,32.2k,5330
Sweden,1993,8.8M,33.2k,5660
Sweden,1994,8.84M,34.3k,5700
Sweden,1995,8.86M,34.8k,5830
Sweden,1996,8.87M,35.9k,5670
Sweden,1997,8.87M,37.4k,5770
Sweden,1998,8.87M,39k,5660
Sweden,1999,8.88M,40.8k,5360
Sweden,2000,8.9M,41.2k,5680
Sweden,2001,8.92M,42k,5800
Sweden,2002,8.95M,42.8k,5650
Sweden,2003,8.99M,44.5k,5850
Sweden,2004,9.04M,45.6k,5710
Sweden,2005,9.1M,47.4k,5530
Sweden,2006,9.16M,48.7k,5470
Sweden,2007,9.24M,48.1k,5380
Sweden,2008,9.31M,45.6k,4880
Sweden,2009,9.39M,47.9k,5430
Sweden,2010,9.47M,49.1k,5270
Syria,1970,6.57M,6890,362
Syria,1971,6.8M,8330,291
Syria,1972,7.04M,7360,292
Syria,1973,7.28M,8840,363
Syria,1974,7.54M,10.2k,405
Syria,1975,7.79M,11k,444
Syria,1976,8.06M,10.5k,477
Syria,1977,8.34M,11k,504
Syria,1978,8.63M,11k,632
Syria,1979,8.93M,11.9k,500
Syria,1980,9.25M,12.6k,576
Syria,1981,9.59M,12.4k,667
Syria,1982,9.94M,12.2k,738
Syria,1983,10.3M,11.3k,820
Syria,1984,10.6M,11.5k,735
Syria,1985,11M,10.6k,731
Syria,1986,11.4M,10.4k,787
Syria,1987,11.7M,11.4k,791
Syria,1988,12.1M,10k,770
Syria,1989,12.4M,10.5k,841
Syria,1990,12.8M,10.8k,890
Syria,1991,13.2M,11.5k,827
Syria,1992,13.6M,11.6k,808
Syria,1993,14M,11.5k,820
Syria,1994,14.3M,11.3k,843
Syria,1995,14.8M,10.9k,866
Syria,1996,15.2M,10.2k,914
Syria,1997,15.6M,10.1k,991
Syria,1998,16M,9160,961
Syria,1999,16.4M,8820,941
Syria,2000,16.8M,8640,945
Syria,2001,17.1M,8660,963
Syria,2002,17.4M,8040,950
Syria,2003,17.8M,8110,970
Syria,2004,18.4M,8090,1130
Syria,2005,19.1M,7940,1130
Syria,2006,19.9M,7800,1140
Syria,2007,20.7M,7590,1120
Syria,2008,21.2M,7580,1010
Syria,2009,21.4M,7500,1010
Syria,2010,21.1M,6880,944
Togo,1970,2.19M,1900,333
Togo,1971,2.25M,1900,332
Togo,1972,2.3M,1770,324
Togo,1973,2.36M,1780,317
Togo,1974,2.41M,1720,323
Togo,1975,2.46M,1660,316
Togo,1976,2.52M,1690,328
Togo,1977,2.58M,1810,330
Togo,1978,2.64M,1850,335
Togo,1979,2.72M,1710,326
Togo,1980,2.81M,1540,322
Togo,1981,2.92M,1430,327
Togo,1982,3.03M,1310,308
Togo,1983,3.14M,1330,308
Togo,1984,3.25M,1330,303
Togo,1985,3.36M,1320,320
Togo,1986,3.47M,1240,328
Togo,1987,3.58M,1320,325
Togo,1988,3.68M,1320,326
Togo,1989,3.77M,1350,335
Togo,1990,3.86M,1310,335
Togo,1991,3.95M,1230,332
Togo,1992,4.03M,1020,327
Togo,1993,4.12M,1150,361
Togo,1994,4.23M,1210,371
Togo,1995,4.35M,1280,404
Togo,1996,4.49M,1420,386
Togo,1997,4.63M,1340,399
Togo,1998,4.78M,1330,442
Togo,1999,4.92M,1280,429
Togo,2000,5.06M,1260,416
Togo,2001,5.2M,1270,420
Togo,2002,5.33M,1320,432
Togo,2003,5.47M,1280,426
Togo,2004,5.61M,1190,423
Togo,2005,5.76M,1190,411
Togo,2006,5.92M,1140,415
Togo,2007,6.08M,1160,421
Togo,2008,6.25M,1190,498
Togo,2009,6.42M,1230,485
Togo,2010,6.6M,1270,475
Thailand,1970,38M,2970,361
Thailand,1971,39.1M,3000,368
Thailand,1972,40.2M,3190,389
Thailand,1973,41.3M,3240,386
Thailand,1974,42.3M,3300,410
Thailand,1975,43.4M,3500,434
Thailand,1976,44.4M,3740,452
Thailand,1977,45.4M,4010,459
Thailand,1978,46.4M,4100,474
Thailand,1979,47.4M,4170,464
Thailand,1980,48.3M,4310,460
Thailand,1981,49.3M,4430,457
Thailand,1982,50.2M,4570,412
Thailand,1983,51.1M,4720,446
Thailand,1984,52M,4830,475
Thailand,1985,53M,4990,490
Thailand,1986,53.9M,5350,532
Thailand,1987,54.9M,5940,596
Thailand,1988,55.8M,6530,657
Thailand,1989,56.6M,7110,742
Thailand,1990,57.2M,7630,796
Thailand,1991,57.8M,8160,839
Thailand,1992,58.3M,8750,878
Thailand,1993,58.9M,9370,962
Thailand,1994,59.5M,10k,1040
Thailand,1995,60.1M,10.5k,1150
Thailand,1996,60.8M,10.1k,1160
Thailand,1997,61.6M,9190,1070
Thailand,1998,62.3M,9500,1130
Thailand,1999,63M,9820,1150
Thailand,2000,63.5M,10.1k,1170
Thailand,2001,64.1M,10.6k,1280
Thailand,2002,64.5M,11.3k,1380
Thailand,2003,65M,11.9k,1480
Thailand,2004,65.4M,12.3k,1510
Thailand,2005,65.8M,12.9k,1530
Thailand,2006,66.2M,13.5k,1590
Thailand,2007,66.5M,13.6k,1620
Thailand,2008,66.9M,13.5k,1610
Thailand,2009,67.2M,14.4k,1750
Thailand,2010,67.5M,14.5k,1740
Trinidad and Tobago,1970,956k,13.1k,2760
Trinidad and Tobago,1971,968k,13.4k,2770
Trinidad and Tobago,1972,982k,13.3k,2690
Trinidad and Tobago,1973,996k,13.7k,2680
Trinidad and Tobago,1974,1.01M,13.6k,2300
Trinidad and Tobago,1975,1.03M,14.4k,2510
Trinidad and Tobago,1976,1.04M,14.8k,2810
Trinidad and Tobago,1977,1.05M,16k,3330
Trinidad and Tobago,1978,1.07M,16.2k,3400
Trinidad and Tobago,1979,1.08M,17k,3530
Trinidad and Tobago,1980,1.1M,17.2k,3690
Trinidad and Tobago,1981,1.12M,15.6k,3650
Trinidad and Tobago,1982,1.14M,13.9k,3720
Trinidad and Tobago,1983,1.16M,14.2k,4140
Trinidad and Tobago,1984,1.17M,13.1k,4350
Trinidad and Tobago,1985,1.18M,12.3k,4500
Trinidad and Tobago,1986,1.19M,11.3k,4190
Trinidad and Tobago,1987,1.2M,10.6k,4560
Trinidad and Tobago,1988,1.21M,10.2k,4400
Trinidad and Tobago,1989,1.22M,10.1k,4900
Trinidad and Tobago,1990,1.23M,10.3k,4840
Trinidad and Tobago,1991,1.24M,11.3k,5290
Trinidad and Tobago,1992,1.24M,11.2k,5030
Trinidad and Tobago,1993,1.25M,11.5k,5040
Trinidad and Tobago,1994,1.25M,11.9k,4900
Trinidad and Tobago,1995,1.26M,12.7k,5780
Trinidad and Tobago,1996,1.26M,13.7k,5440
Trinidad and Tobago,1997,1.26M,14.7k,6310
Trinidad and Tobago,1998,1.26M,15.9k,7350
Trinidad and Tobago,1999,1.27M,17k,7760
Trinidad and Tobago,2000,1.27M,17.6k,8640
Trinidad and Tobago,2001,1.28M,18.9k,9360
Trinidad and Tobago,2002,1.28M,21.5k,10.4k
Trinidad and Tobago,2003,1.29M,23.1k,10.9k
Trinidad and Tobago,2004,1.3M,24.5k,12.4k
Trinidad and Tobago,2005,1.3M,27.6k,13.8k
Trinidad and Tobago,2006,1.31M,28.7k,14.6k
Trinidad and Tobago,2007,1.31M,29.6k,14.1k
Trinidad and Tobago,2008,1.32M,28.1k,14.2k
Trinidad and Tobago,2009,1.33M,28.9k,15.1k
Trinidad and Tobago,2010,1.34M,28.7k,14.8k
Tunisia,1970,5.18M,3490,320
Tunisia,1971,5.29M,4010,342
Tunisia,1972,5.41M,3880,349
Tunisia,1973,5.53M,4070,380
Tunisia,1974,5.66M,4230,384
Tunisia,1975,5.79M,4430,401
Tunisia,1976,5.92M,4450,425
Tunisia,1977,6.06M,4620,456
Tunisia,1978,6.21M,4790,483
Tunisia,1979,6.37M,5000,513
Tunisia,1980,6.55M,5120,515
Tunisia,1981,6.74M,4980,492
Tunisia,1982,6.94M,5100,544
Tunisia,1983,7.14M,5120,560
Tunisia,1984,7.33M,5260,568
Tunisia,1985,7.52M,5030,546
Tunisia,1986,7.7M,5220,542
Tunisia,1987,7.88M,5090,556
Tunisia,1988,8.06M,5150,541
Tunisia,1989,8.24M,5430,600
Tunisia,1990,8.43M,5520,581
Tunisia,1991,8.61M,5820,632
Tunisia,1992,8.8M,5830,603
Tunisia,1993,8.97M,5900,639
Tunisia,1994,9.13M,5930,636
Tunisia,1995,9.27M,6260,655
Tunisia,1996,9.4M,6510,666
Tunisia,1997,9.51M,6740,717
Tunisia,1998,9.61M,7070,733
Tunisia,1999,9.71M,7330,753
Tunisia,2000,9.79M,7540,787
Tunisia,2001,9.87M,7580,792
Tunisia,2002,9.95M,7880,807
Tunisia,2003,10M,8310,844
Tunisia,2004,10.1M,8520,823
Tunisia,2005,10.2M,8890,858
Tunisia,2006,10.3M,9390,877
Tunisia,2007,10.4M,9680,905
Tunisia,2008,10.5M,9870,870
Tunisia,2009,10.6M,10.1k,967
Tunisia,2010,10.7M,9820,914
Turkey,1970,35.7M,5980,547
Turkey,1971,36.6M,6300,603
Turkey,1972,37.5M,6510,650
Turkey,1973,38.4M,6960,657
Turkey,1974,39.3M,7500,681
Turkey,1975,40.2M,8080,724
Turkey,1976,41.1M,8360,777
Turkey,1977,42M,8530,756
Turkey,1978,43M,8400,704
Turkey,1979,44M,8290,715
Turkey,1980,45M,8530,705
Turkey,1981,46M,8850,732
Turkey,1982,47.1M,9070,758
Turkey,1983,48.1M,9480,771
Turkey,1984,49.1M,9870,800
Turkey,1985,50.1M,10.5k,845
Turkey,1986,51.1M,11.3k,919
Turkey,1987,52.1M,11.6k,908
Turkey,1988,53M,11.7k,927
Turkey,1989,53.9M,12.7k,978
Turkey,1990,54.8M,12.5k,948
Turkey,1991,55.7M,13k,962
Turkey,1992,56.7M,13.7k,1000
Turkey,1993,57.6M,12.9k,976
Turkey,1994,58.5M,13.7k,1050
Turkey,1995,59.4M,14.5k,1130
Turkey,1996,60.4M,15.3k,1170
Turkey,1997,61.3M,15.4k,1170
Turkey,1998,62.3M,14.7k,1130
Turkey,1999,63.2M,15.5k,1200
Turkey,2000,64.2M,14.4k,1090
Turkey,2001,65.1M,15.1k,1140
Turkey,2002,66.1M,15.7k,1180
Turkey,2003,67M,17k,1200
Turkey,2004,67.9M,18.3k,1240
Turkey,2005,68.8M,19.3k,1350
Turkey,2006,69.6M,20.1k,1440
Turkey,2007,70.4M,20k,1400
Turkey,2008,71.3M,18.8k,1370
Turkey,2009,72.3M,20.1k,1470
Turkey,2010,73.4M,22k,1550
Tanzania,1970,14M,1200,542
Tanzania,1971,14.4M,1250,530
Tanzania,1972,14.9M,1270,516
Tanzania,1973,15.4M,1270,498
Tanzania,1974,15.9M,1310,483
Tanzania,1975,16.4M,1380,473
Tanzania,1976,16.9M,1390,458
Tanzania,1977,17.4M,1410,450
Tanzania,1978,18M,1400,440
Tanzania,1979,18.5M,1380,432
Tanzania,1980,19.1M,1340,425
Tanzania,1981,19.7M,1330,418
Tanzania,1982,20.3M,1300,414
Tanzania,1983,21M,1310,409
Tanzania,1984,21.6M,1280,405
Tanzania,1985,22.3M,1300,403
Tanzania,1986,23M,1330,398
Tanzania,1987,23.7M,1350,393
Tanzania,1988,24.4M,1370,390
Tanzania,1989,25.2M,1390,386
Tanzania,1990,26.1M,1380,381
Tanzania,1991,27M,1340,373
Tanzania,1992,27.9M,1310,371
Tanzania,1993,28.8M,1290,365
Tanzania,1994,29.6M,1290,372
Tanzania,1995,30.4M,1320,367
Tanzania,1996,31.2M,1330,361
Tanzania,1997,31.9M,1350,376
Tanzania,1998,32.7M,1380,390
Tanzania,1999,33.5M,1410,402
Tanzania,2000,34.4M,1460,413
Tanzania,2001,35.3M,1520,423
Tanzania,2002,36.3M,1580,427
Tanzania,2003,37.4M,1650,441
Tanzania,2004,38.5M,1720,448
Tanzania,2005,39.5M,1780,452
Tanzania,2006,40.7M,1850,455
Tanzania,2007,41.9M,1900,457
Tanzania,2008,43.1M,1940,456
Tanzania,2009,44.3M,2010,466
Tanzania,2010,45.7M,2100,478
Uruguay,1970,2.82M,8650,858
Uruguay,1971,2.82M,8290,873
Uruguay,1972,2.82M,8510,846
Uruguay,1973,2.82M,8780,832
Uruguay,1974,2.83M,9150,864
Uruguay,1975,2.84M,9410,873
Uruguay,1976,2.86M,9460,869
Uruguay,1977,2.88M,9970,884
Uruguay,1978,2.9M,10.4k,938
Uruguay,1979,2.92M,11k,907
Uruguay,1980,2.93M,11k,868
Uruguay,1981,2.95M,9860,766
Uruguay,1982,2.97M,9170,705
Uruguay,1983,2.99M,8970,673
Uruguay,1984,3.01M,9020,663
Uruguay,1985,3.03M,9700,680
Uruguay,1986,3.05M,10.3k,719
Uruguay,1987,3.07M,10.2k,765
Uruguay,1988,3.09M,10.2k,780
Uruguay,1989,3.11M,10.2k,724
Uruguay,1990,3.13M,10.4k,780
Uruguay,1991,3.15M,11.2k,855
Uruguay,1992,3.18M,11.4k,792
Uruguay,1993,3.2M,12.1k,751
Uruguay,1994,3.22M,11.9k,798
Uruguay,1995,3.25M,12.5k,873
Uruguay,1996,3.27M,13.4k,881
Uruguay,1997,3.29M,13.9k,901
Uruguay,1998,3.31M,13.6k,978
Uruguay,1999,3.32M,13.3k,931
Uruguay,2000,3.33M,12.8k,815
Uruguay,2001,3.33M,11.8k,763
Uruguay,2002,3.32M,11.9k,759
Uruguay,2003,3.32M,12.5k,864
Uruguay,2004,3.32M,13.4k,890
Uruguay,2005,3.33M,13.9k,957
Uruguay,2006,3.33M,14.8k,950
Uruguay,2007,3.34M,15.9k,1240
Uruguay,2008,3.35M,16.5k,1230
Uruguay,2009,3.36M,17.7k,1220
Uruguay,2010,3.37M,18.6k,1310
United States,1970,211M,27.6k,7640
United States,1971,213M,28.7k,7940
United States,1972,215M,29.9k,8160
United States,1973,217M,29.5k,7910
United States,1974,219M,29.1k,7660
United States,1975,221M,30.3k,8100
United States,1976,223M,31.3k,8290
United States,1977,225M,32.7k,8440
United States,1978,227M,33.4k,8330
United States,1979,229M,32.9k,7940
United States,1980,232M,33.4k,7650
United States,1981,234M,32.4k,7260
United States,1982,236M,33.4k,7200
United States,1983,238M,35.4k,7440
United States,1984,240M,36.4k,7460
United States,1985,243M,37.3k,7380
United States,1986,245M,38.2k,7620
United States,1987,247M,39.4k,7850
United States,1988,250M,40.3k,7890
United States,1989,252M,40.4k,7670
United States,1990,255M,39.9k,7630
United States,1991,257M,40.7k,7680
United States,1992,260M,41.3k,7710
United States,1993,262M,42.4k,7760
United States,1994,265M,43k,7760
United States,1995,268M,44.1k,7840
United States,1996,272M,45.6k,7830
United States,1997,275M,47k,7800
United States,1998,279M,48.7k,7920
United States,1999,282M,50.2k,8060
United States,2000,285M,50.2k,7830
United States,2001,287M,50.6k,7840
United States,2002,290M,51.6k,7790
United States,2003,292M,53k,7880
United States,2004,295M,54.4k,7850
United States,2005,298M,55.4k,7700
United States,2006,301M,55.9k,7760
United States,2007,303M,55.3k,7490
United States,2008,306M,53.4k,7060
United States,2009,309M,54.4k,7160
United States,2010,312M,54.8k,7030
Venezuela,1970,11.7M,17.5k,1520
Venezuela,1971,12.1M,17.4k,1430
Venezuela,1972,12.5M,17.9k,1530
Venezuela,1973,12.8M,18.3k,1760
Venezuela,1974,13.2M,18.8k,1750
Venezuela,1975,13.6M,19.8k,1760
Venezuela,1976,14M,20.4k,1830
Venezuela,1977,14.4M,20.1k,1920
Venezuela,1978,14.8M,19.7k,1940
Venezuela,1979,15.2M,18.7k,2150
Venezuela,1980,15.6M,18.1k,2240
Venezuela,1981,16M,17.7k,2180
Venezuela,1982,16.4M,16.3k,2290
Venezuela,1983,16.9M,15.6k,2170
Venezuela,1984,17.3M,15.3k,2100
Venezuela,1985,17.8M,15.8k,2140
Venezuela,1986,18.2M,15.9k,2090
Venezuela,1987,18.7M,16.5k,1970
Venezuela,1988,19.2M,14.7k,1970
Venezuela,1989,19.6M,15.2k,2020
Venezuela,1990,20.1M,16.4k,2060
Venezuela,1991,20.6M,17.1k,2250
Venezuela,1992,21M,16.9k,2050
Venezuela,1993,21.5M,16.3k,2320
Venezuela,1994,21.9M,16.6k,2140
Venezuela,1995,22.4M,16.3k,2230
Venezuela,1996,22.8M,17.1k,2180
Venezuela,1997,23.3M,17k,2250
Venezuela,1998,23.7M,15.7k,2100
Venezuela,1999,24.2M,16.1k,2120
Venezuela,2000,24.6M,16.4k,2150
Venezuela,2001,25.1M,14.8k,2290
Venezuela,2002,25.6M,13.5k,2070
Venezuela,2003,26M,15.8k,2170
Venezuela,2004,26.4M,17.2k,2130
Venezuela,2005,26.9M,18.7k,2340
Venezuela,2006,27.2M,20k,2130
Venezuela,2007,27.6M,20.7k,2350
Venezuela,2008,28M,19.8k,2320
Venezuela,2009,28.4M,19.7k,2550
Venezuela,2010,28.9M,20.4k,2330
Vietnam,1970,44.5M,1330,297
Vietnam,1971,45.5M,1410,293
Vietnam,1972,46.6M,1460,299
Vietnam,1973,47.7M,1360,275
Vietnam,1974,48.7M,1230,285
Vietnam,1975,49.8M,1400,251
Vietnam,1976,50.9M,1410,255
